hour,month,average_power_summer,average_power_winter,average_power_spring,average_power_fall,power
18,6,1.09316,1.00523,0.7878,1.1139,0.93051944
19,6,1.09316,1.00523,0.7878,1.1139,0.922647953
20,6,1.09316,1.00523,0.7878,1.1139,0.913875748
21,6,1.09316,1.00523,0.7878,1.1139,0.894960682
22,6,1.09316,1.00523,0.7878,1.1139,0.828346753
23,6,1.09316,1.00523,0.7878,1.1139,0.749318588
0,7,1.09316,1.00523,0.7878,1.1139,0.926485792
1,7,1.09316,1.00523,0.7878,1.1139,0.900639118
2,7,1.09316,1.00523,0.7878,1.1139,0.883329678
3,7,1.09316,1.00523,0.7878,1.1139,0.867116764
4,7,1.09316,1.00523,0.7878,1.1139,0.870171371
5,7,1.09316,1.00523,0.7878,1.1139,0.883642971
6,7,1.09316,1.00523,0.7878,1.1139,0.923744478
7,7,1.09316,1.00523,0.7878,1.1139,0.99956139
8,7,1.09316,1.00523,0.7878,1.1139,1.068094239
9,7,1.09316,1.00523,0.7878,1.1139,1.11360005
10,7,1.09316,1.00523,0.7878,1.1139,1.145320969
11,7,1.09316,1.00523,0.7878,1.1139,1.165919985
12,7,1.09316,1.00523,0.7878,1.1139,1.18409098
13,7,1.09316,1.00523,0.7878,1.1139,1.180495943
14,7,1.09316,1.00523,0.7878,1.1139,1.175036812
15,7,1.09316,1.00523,0.7878,1.1139,1.189103669
16,7,1.09316,1.00523,0.7878,1.1139,1.198189166
17,7,1.09316,1.00523,0.7878,1.1139,1.226698831
18,7,1.09316,1.00523,0.7878,1.1139,1.214323757
19,7,1.09316,1.00523,0.7878,1.1139,1.202810238
20,7,1.09316,1.00523,0.7878,1.1139,1.194742943
21,7,1.09316,1.00523,0.7878,1.1139,1.164196873
22,7,1.09316,1.00523,0.7878,1.1139,1.088536608
23,7,1.09316,1.00523,0.7878,1.1139,0.998543187
0,8,1.09316,1.00523,0.7878,1.1139,0.917478618
1,8,1.09316,1.00523,0.7878,1.1139,0.885209436
2,8,1.09316,1.00523,0.7878,1.1139,0.872364422
3,8,1.09316,1.00523,0.7878,1.1139,0.863670541
4,8,1.09316,1.00523,0.7878,1.1139,0.97911902
5,8,1.09316,1.00523,0.7878,1.1139,1.022510104
6,8,1.09316,1.00523,0.7878,1.1139,1.069973997
7,8,1.09316,1.00523,0.7878,1.1139,1.144537736
8,8,1.09316,1.00523,0.7878,1.1139,1.229753438
9,8,1.09316,1.00523,0.7878,1.1139,1.28246499
10,8,1.09316,1.00523,0.7878,1.1139,1.305257057
11,8,1.09316,1.00523,0.7878,1.1139,1.323584699
12,8,1.09316,1.00523,0.7878,1.1139,1.330633792
13,8,1.09316,1.00523,0.7878,1.1139,1.269698299
14,8,1.09316,1.00523,0.7878,1.1139,1.223722548
15,8,1.09316,1.00523,0.7878,1.1139,1.209467715
16,8,1.09316,1.00523,0.7878,1.1139,1.28896582
17,8,1.09316,1.00523,0.7878,1.1139,1.211895736
18,8,1.09316,1.00523,0.7878,1.1139,1.212757292
19,8,1.09316,1.00523,0.7878,1.1139,1.166624894
20,8,1.09316,1.00523,0.7878,1.1139,1.159763777
21,8,1.09316,1.00523,0.7878,1.1139,1.142579655
22,8,1.09316,1.00523,0.7878,1.1139,1.064726339
23,8,1.09316,1.00523,0.7878,1.1139,0.98248692
0,9,1.09316,1.00523,0.7878,1.1139,0.794981046
1,9,1.09316,1.00523,0.7878,1.1139,0.77751496
2,9,1.09316,1.00523,0.7878,1.1139,0.773402989
3,9,1.09316,1.00523,0.7878,1.1139,0.778924778
4,9,1.09316,1.00523,0.7878,1.1139,0.970620947
5,9,1.09316,1.00523,0.7878,1.1139,1.02818854
6,9,1.09316,1.00523,0.7878,1.1139,1.12057082
7,9,1.09316,1.00523,0.7878,1.1139,1.17806009
8,9,1.09316,1.00523,0.7878,1.1139,1.197249287
9,9,1.09316,1.00523,0.7878,1.1139,1.242363483
10,9,1.09316,1.00523,0.7878,1.1139,1.294957549
11,9,1.09316,1.00523,0.7878,1.1139,1.324367931
12,9,1.09316,1.00523,0.7878,1.1139,1.314538363
13,9,1.09316,1.00523,0.7878,1.1139,1.26131771
14,9,1.09316,1.00523,0.7878,1.1139,1.21847489
15,9,1.09316,1.00523,0.7878,1.1139,1.188947022
16,9,1.09316,1.00523,0.7878,1.1139,1.175083806
17,9,1.09316,1.00523,0.7878,1.1139,1.164431843
18,9,1.09316,1.00523,0.7878,1.1139,1.137371158
19,9,1.09316,1.00523,0.7878,1.1139,1.087048466
20,9,1.09316,1.00523,0.7878,1.1139,1.037978947
21,9,1.09316,1.00523,0.7878,1.1139,0.992159842
22,9,1.09316,1.00523,0.7878,1.1139,0.920219932
23,9,1.09316,1.00523,0.7878,1.1139,0.845734515
0,10,1.09316,1.00523,0.7878,1.1139,0.726604844
1,10,1.09316,1.00523,0.7878,1.1139,0.705535888
2,10,1.09316,1.00523,0.7878,1.1139,0.692220934
3,10,1.09316,1.00523,0.7878,1.1139,0.703107867
4,10,1.09316,1.00523,0.7878,1.1139,0.944108525
5,10,1.09316,1.00523,0.7878,1.1139,0.983818415
6,10,1.09316,1.00523,0.7878,1.1139,1.042404211
7,10,1.09316,1.00523,0.7878,1.1139,1.083367273
8,10,1.09316,1.00523,0.7878,1.1139,1.100379085
9,10,1.09316,1.00523,0.7878,1.1139,1.119630941
10,10,1.09316,1.00523,0.7878,1.1139,1.153701557
11,10,1.09316,1.00523,0.7878,1.1139,1.150255334
12,10,1.09316,1.00523,0.7878,1.1139,1.134747329
13,10,1.09316,1.00523,0.7878,1.1139,1.103942793
14,10,1.09316,1.00523,0.7878,1.1139,1.063159873
15,10,1.09316,1.00523,0.7878,1.1139,1.013502929
16,10,1.09316,1.00523,0.7878,1.1139,1.009273473
17,10,1.09316,1.00523,0.7878,1.1139,1.017685391
18,10,1.09316,1.00523,0.7878,1.1139,1.043759203
19,10,1.09316,1.00523,0.7878,1.1139,0.986152448
20,10,1.09316,1.00523,0.7878,1.1139,0.946066606
21,10,1.09316,1.00523,0.7878,1.1139,0.913249162
22,10,1.09316,1.00523,0.7878,1.1139,0.852861932
23,10,1.09316,1.00523,0.7878,1.1139,0.782292678
0,11,1.09316,1.00523,0.7878,1.1139,0.93510135
1,11,1.09316,1.00523,0.7878,1.1139,0.89875936
2,11,1.09316,1.00523,0.7878,1.1139,0.879491839
3,11,1.09316,1.00523,0.7878,1.1139,0.873539271
4,11,1.09316,1.00523,0.7878,1.1139,0.902675522
5,11,1.09316,1.00523,0.7878,1.1139,1.137606128
6,11,1.09316,1.00523,0.7878,1.1139,1.206256462
7,11,1.09316,1.00523,0.7878,1.1139,1.247141201
8,11,1.09316,1.00523,0.7878,1.1139,1.268131834
9,11,1.09316,1.00523,0.7878,1.1139,1.268680096
10,11,1.09316,1.00523,0.7878,1.1139,1.309290705
11,11,1.09316,1.00523,0.7878,1.1139,1.314695009
12,11,1.09316,1.00523,0.7878,1.1139,1.303220652
13,11,1.09316,1.00523,0.7878,1.1139,1.28054607
14,11,1.09316,1.00523,0.7878,1.1139,1.286263667
15,11,1.09316,1.00523,0.7878,1.1139,1.22497572
16,11,1.09316,1.00523,0.7878,1.1139,1.218788183
17,11,1.09316,1.00523,0.7878,1.1139,1.24205019
18,11,1.09316,1.00523,0.7878,1.1139,1.258576397
19,11,1.09316,1.00523,0.7878,1.1139,1.238838936
20,11,1.09316,1.00523,0.7878,1.1139,1.21271813
21,11,1.09316,1.00523,0.7878,1.1139,1.171402613
22,11,1.09316,1.00523,0.7878,1.1139,1.11743789
23,11,1.09316,1.00523,0.7878,1.1139,1.033436198
0,12,1.09316,1.00523,0.7878,1.1139,1.010268179
1,12,1.09316,1.00523,0.7878,1.1139,0.970503462
2,12,1.09316,1.00523,0.7878,1.1139,0.951079294
3,12,1.09316,1.00523,0.7878,1.1139,0.937294401
4,12,1.09316,1.00523,0.7878,1.1139,0.960634732
5,12,1.09316,1.00523,0.7878,1.1139,1.196622701
6,12,1.09316,1.00523,0.7878,1.1139,1.243178044
7,12,1.09316,1.00523,0.7878,1.1139,1.284658041
8,12,1.09316,1.00523,0.7878,1.1139,1.32240985
9,12,1.09316,1.00523,0.7878,1.1139,1.316692252
10,12,1.09316,1.00523,0.7878,1.1139,1.33588145
11,12,1.09316,1.00523,0.7878,1.1139,1.318885303
12,12,1.09316,1.00523,0.7878,1.1139,1.338646261
13,12,1.09316,1.00523,0.7878,1.1139,1.321783264
14,12,1.09316,1.00523,0.7878,1.1139,1.314420878
15,12,1.09316,1.00523,0.7878,1.1139,1.271343087
16,12,1.09316,1.00523,0.7878,1.1139,1.271343087
17,12,1.09316,1.00523,0.7878,1.1139,1.308859927
18,12,1.09316,1.00523,0.7878,1.1139,1.324524578
19,12,1.09316,1.00523,0.7878,1.1139,1.289827376
20,12,1.09316,1.00523,0.7878,1.1139,1.273614462
21,12,1.09316,1.00523,0.7878,1.1139,1.235001097
22,12,1.09316,1.00523,0.7878,1.1139,1.176493624
23,12,1.09316,1.00523,0.7878,1.1139,1.094332529
0,1,0.932419533,1.1677833,0.84357284,1.056226016,1.372042673
1,1,0.932419533,1.1677833,0.84357284,1.056226016,1.13042647
2,1,0.932419533,1.1677833,0.84357284,1.056226016,1.030075774
3,1,0.932419533,1.1677833,0.84357284,1.056226016,0.990507526
4,1,0.932419533,1.1677833,0.84357284,1.056226016,0.982887317
5,1,0.932419533,1.1677833,0.84357284,1.056226016,0.981146844
6,1,0.932419533,1.1677833,0.84357284,1.056226016,1.024717772
7,1,0.932419533,1.1677833,0.84357284,1.056226016,1.198917671
8,1,0.932419533,1.1677833,0.84357284,1.056226016,1.496540119
9,1,0.932419533,1.1677833,0.84357284,1.056226016,1.412965736
10,1,0.932419533,1.1677833,0.84357284,1.056226016,1.21790191
11,1,0.932419533,1.1677833,0.84357284,1.056226016,1.19429663
12,1,0.932419533,1.1677833,0.84357284,1.056226016,1.115476981
13,1,0.932419533,1.1677833,0.84357284,1.056226016,1.069906857
14,1,0.932419533,1.1677833,0.84357284,1.056226016,1.058359766
15,1,0.932419533,1.1677833,0.84357284,1.056226016,1.071522248
16,1,0.932419533,1.1677833,0.84357284,1.056226016,1.133267456
17,1,0.932419533,1.1677833,0.84357284,1.056226016,1.364343997
18,1,0.932419533,1.1677833,0.84357284,1.056226016,1.8417143
19,1,0.932419533,1.1677833,0.84357284,1.056226016,2.160068885
20,1,0.932419533,1.1677833,0.84357284,1.056226016,2.171926179
21,1,0.932419533,1.1677833,0.84357284,1.056226016,2.047885768
22,1,0.932419533,1.1677833,0.84357284,1.056226016,1.910193675
23,1,0.932419533,1.1677833,0.84357284,1.056226016,1.645616437
0,2,0.932419533,1.1677833,0.84357284,1.056226016,1.315408606
1,2,0.932419533,1.1677833,0.84357284,1.056226016,1.072419579
2,2,0.932419533,1.1677833,0.84357284,1.056226016,0.979730421
3,2,0.932419533,1.1677833,0.84357284,1.056226016,0.951509442
4,2,0.932419533,1.1677833,0.84357284,1.056226016,0.996698208
5,2,0.932419533,1.1677833,0.84357284,1.056226016,1.000054326
6,2,0.932419533,1.1677833,0.84357284,1.056226016,1.056642412
7,2,0.932419533,1.1677833,0.84357284,1.056226016,1.255600027
8,2,0.932419533,1.1677833,0.84357284,1.056226016,1.401073156
9,2,0.932419533,1.1677833,0.84357284,1.056226016,1.257001357
10,2,0.932419533,1.1677833,0.84357284,1.056226016,1.010106324
11,2,0.932419533,1.1677833,0.84357284,1.056226016,0.964812085
12,2,0.932419533,1.1677833,0.84357284,1.056226016,0.90792827
13,2,0.932419533,1.1677833,0.84357284,1.056226016,0.855771316
14,2,0.932419533,1.1677833,0.84357284,1.056226016,0.828425687
15,2,0.932419533,1.1677833,0.84357284,1.056226016,0.808713943
16,2,0.932419533,1.1677833,0.84357284,1.056226016,0.841218871
17,2,0.932419533,1.1677833,0.84357284,1.056226016,1.027720453
18,2,0.932419533,1.1677833,0.84357284,1.056226016,1.397226801
19,2,0.932419533,1.1677833,0.84357284,1.056226016,1.70125376
20,2,0.932419533,1.1677833,0.84357284,1.056226016,1.866628243
21,2,0.932419533,1.1677833,0.84357284,1.056226016,1.828144442
22,2,0.932419533,1.1677833,0.84357284,1.056226016,1.694978764
23,2,0.932419533,1.1677833,0.84357284,1.056226016,1.455300679
0,3,0.932419533,1.1677833,0.84357284,1.056226016,1.125649144
1,3,0.932419533,1.1677833,0.84357284,1.056226016,0.885975252
2,3,0.932419533,1.1677833,0.84357284,1.056226016,0.790579942
3,3,0.932419533,1.1677833,0.84357284,1.056226016,0.763260664
4,3,0.932419533,1.1677833,0.84357284,1.056226016,0.761672337
5,3,0.932419533,1.1677833,0.84357284,1.056226016,0.759416742
6,3,0.932419533,1.1677833,0.84357284,1.056226016,0.804371281
7,3,0.932419533,1.1677833,0.84357284,1.056226016,0.939585712
8,3,0.932419533,1.1677833,0.84357284,1.056226016,1.033007677
9,3,0.932419533,1.1677833,0.84357284,1.056226016,0.916793429
10,3,0.932419533,1.1677833,0.84357284,1.056226016,0.786120295
11,3,0.932419533,1.1677833,0.84357284,1.056226016,0.746861621
12,3,0.932419533,1.1677833,0.84357284,1.056226016,0.697661003
13,3,0.932419533,1.1677833,0.84357284,1.056226016,0.659762937
14,3,0.932419533,1.1677833,0.84357284,1.056226016,0.647235035
15,3,0.932419533,1.1677833,0.84357284,1.056226016,0.632342361
16,3,0.932419533,1.1677833,0.84357284,1.056226016,0.694838149
17,3,0.932419533,1.1677833,0.84357284,1.056226016,0.840606126
18,3,0.932419533,1.1677833,0.84357284,1.056226016,1.121772849
19,3,0.932419533,1.1677833,0.84357284,1.056226016,1.374146717
20,3,0.932419533,1.1677833,0.84357284,1.056226016,1.594566016
21,3,0.932419533,1.1677833,0.84357284,1.056226016,1.64585344
22,3,0.932419533,1.1677833,0.84357284,1.056226016,1.508495242
23,3,0.932419533,1.1677833,0.84357284,1.056226016,1.252753093
0,4,0.932419533,1.1677833,0.84357284,1.056226016,0.693601389
1,4,0.932419533,1.1677833,0.84357284,1.056226016,0.614559104
2,4,0.932419533,1.1677833,0.84357284,1.056226016,0.589070232
3,4,0.932419533,1.1677833,0.84357284,1.056226016,0.600251615
4,4,0.932419533,1.1677833,0.84357284,1.056226016,0.616576546
5,4,0.932419533,1.1677833,0.84357284,1.056226016,0.68954231
6,4,0.932419533,1.1677833,0.84357284,1.056226016,0.823642582
7,4,0.932419533,1.1677833,0.84357284,1.056226016,0.878221614
8,4,0.932419533,1.1677833,0.84357284,1.056226016,0.776458255
9,4,0.932419533,1.1677833,0.84357284,1.056226016,0.670002929
10,4,0.932419533,1.1677833,0.84357284,1.056226016,0.66700129
11,4,0.932419533,1.1677833,0.84357284,1.056226016,0.645081449
12,4,0.932419533,1.1677833,0.84357284,1.056226016,0.621116709
13,4,0.932419533,1.1677833,0.84357284,1.056226016,0.58939255
14,4,0.932419533,1.1677833,0.84357284,1.056226016,0.566588029
15,4,0.932419533,1.1677833,0.84357284,1.056226016,0.578698119
16,4,0.932419533,1.1677833,0.84357284,1.056226016,0.641012869
17,4,0.932419533,1.1677833,0.84357284,1.056226016,0.787658902
18,4,0.932419533,1.1677833,0.84357284,1.056226016,0.852478835
19,4,0.932419533,1.1677833,0.84357284,1.056226016,0.95435167
20,4,0.932419533,1.1677833,0.84357284,1.056226016,1.183716545
21,4,0.932419533,1.1677833,0.84357284,1.056226016,1.338035881
22,4,0.932419533,1.1677833,0.84357284,1.056226016,1.135283444
23,4,0.932419533,1.1677833,0.84357284,1.056226016,0.916137857
0,5,0.932419533,1.1677833,0.84357284,1.056226016,0.628660125
1,5,0.932419533,1.1677833,0.84357284,1.056226016,0.53623102
2,5,0.932419533,1.1677833,0.84357284,1.056226016,0.501166819
3,5,0.932419533,1.1677833,0.84357284,1.056226016,0.493969363
4,5,0.932419533,1.1677833,0.84357284,1.056226016,0.488389611
5,5,0.932419533,1.1677833,0.84357284,1.056226016,0.531742406
6,5,0.932419533,1.1677833,0.84357284,1.056226016,0.622914804
7,5,0.932419533,1.1677833,0.84357284,1.056226016,0.767152224
8,5,0.932419533,1.1677833,0.84357284,1.056226016,0.70393511
9,5,0.932419533,1.1677833,0.84357284,1.056226016,0.616375847
10,5,0.932419533,1.1677833,0.84357284,1.056226016,0.604679261
11,5,0.932419533,1.1677833,0.84357284,1.056226016,0.572126889
12,5,0.932419533,1.1677833,0.84357284,1.056226016,0.555535495
13,5,0.932419533,1.1677833,0.84357284,1.056226016,0.535339378
14,5,0.932419533,1.1677833,0.84357284,1.056226016,0.520085699
15,5,0.932419533,1.1677833,0.84357284,1.056226016,0.536799356
16,5,0.932419533,1.1677833,0.84357284,1.056226016,0.61873861
17,5,0.932419533,1.1677833,0.84357284,1.056226016,0.756494953
18,5,0.932419533,1.1677833,0.84357284,1.056226016,0.828778299
19,5,0.932419533,1.1677833,0.84357284,1.056226016,0.921926637
20,5,0.932419533,1.1677833,0.84357284,1.056226016,1.130045112
21,5,0.932419533,1.1677833,0.84357284,1.056226016,1.28003844
22,5,0.932419533,1.1677833,0.84357284,1.056226016,1.067515251
23,5,0.932419533,1.1677833,0.84357284,1.056226016,0.837389634
0,6,0.932419533,1.1677833,0.84357284,1.056226016,0.66145366
1,6,0.932419533,1.1677833,0.84357284,1.056226016,0.393951455
2,6,0.932419533,1.1677833,0.84357284,1.056226016,0.355937599
3,6,0.932419533,1.1677833,0.84357284,1.056226016,0.355621847
4,6,0.932419533,1.1677833,0.84357284,1.056226016,0.365101569
5,6,0.932419533,1.1677833,0.84357284,1.056226016,0.407228512
6,6,0.932419533,1.1677833,0.84357284,1.056226016,0.506359124
7,6,0.932419533,1.1677833,0.84357284,1.056226016,0.613422122
8,6,0.932419533,1.1677833,0.84357284,1.056226016,0.545143451
9,6,0.932419533,1.1677833,0.84357284,1.056226016,0.616219896
10,6,0.932419533,1.1677833,0.84357284,1.056226016,0.681780353
11,6,0.932419533,1.1677833,0.84357284,1.056226016,0.871885509
12,6,0.932419533,1.1677833,0.84357284,1.056226016,1.00481857
13,6,0.932419533,1.1677833,0.84357284,1.056226016,1.183775555
14,6,0.932419533,1.1677833,0.84357284,1.056226016,1.352527258
15,6,0.932419533,1.1677833,0.84357284,1.056226016,1.655593651
16,6,0.932419533,1.1677833,0.84357284,1.056226016,1.910774335
17,6,0.932419533,1.1677833,0.84357284,1.056226016,2.129025871
18,6,0.932419533,1.1677833,0.84357284,1.056226016,2.130246646
19,6,0.932419533,1.1677833,0.84357284,1.056226016,2.023923223
20,6,0.932419533,1.1677833,0.84357284,1.056226016,1.879771569
21,6,0.932419533,1.1677833,0.84357284,1.056226016,1.78431452
22,6,0.932419533,1.1677833,0.84357284,1.056226016,1.350202502
23,6,0.932419533,1.1677833,0.84357284,1.056226016,0.873654658
0,7,0.932419533,1.1677833,0.84357284,1.056226016,0.958080073
1,7,0.932419533,1.1677833,0.84357284,1.056226016,0.676684998
2,7,0.932419533,1.1677833,0.84357284,1.056226016,0.541307723
3,7,0.932419533,1.1677833,0.84357284,1.056226016,0.469294166
4,7,0.932419533,1.1677833,0.84357284,1.056226016,0.362019131
5,7,0.932419533,1.1677833,0.84357284,1.056226016,0.408565327
6,7,0.932419533,1.1677833,0.84357284,1.056226016,0.477258413
7,7,0.932419533,1.1677833,0.84357284,1.056226016,0.624899977
8,7,0.932419533,1.1677833,0.84357284,1.056226016,0.800624211
9,7,0.932419533,1.1677833,0.84357284,1.056226016,0.900549193
10,7,0.932419533,1.1677833,0.84357284,1.056226016,1.174868489
11,7,0.932419533,1.1677833,0.84357284,1.056226016,1.418481135
12,7,0.932419533,1.1677833,0.84357284,1.056226016,1.688740142
13,7,0.932419533,1.1677833,0.84357284,1.056226016,1.895565209
14,7,0.932419533,1.1677833,0.84357284,1.056226016,2.055745646
15,7,0.932419533,1.1677833,0.84357284,1.056226016,2.065477852
16,7,0.932419533,1.1677833,0.84357284,1.056226016,2.350537396
17,7,0.932419533,1.1677833,0.84357284,1.056226016,2.455632221
18,7,0.932419533,1.1677833,0.84357284,1.056226016,2.436039308
19,7,0.932419533,1.1677833,0.84357284,1.056226016,2.282300162
20,7,0.932419533,1.1677833,0.84357284,1.056226016,2.205531204
21,7,0.932419533,1.1677833,0.84357284,1.056226016,2.206826585
22,7,0.932419533,1.1677833,0.84357284,1.056226016,1.787037944
23,7,0.932419533,1.1677833,0.84357284,1.056226016,1.270767959
0,8,0.932419533,1.1677833,0.84357284,1.056226016,0.61388611
1,8,0.932419533,1.1677833,0.84357284,1.056226016,0.436577346
2,8,0.932419533,1.1677833,0.84357284,1.056226016,0.34098778
3,8,0.932419533,1.1677833,0.84357284,1.056226016,0.332814145
4,8,0.932419533,1.1677833,0.84357284,1.056226016,0.331320373
5,8,0.932419533,1.1677833,0.84357284,1.056226016,0.365905481
6,8,0.932419533,1.1677833,0.84357284,1.056226016,0.480179866
7,8,0.932419533,1.1677833,0.84357284,1.056226016,0.649536119
8,8,0.932419533,1.1677833,0.84357284,1.056226016,0.591787302
9,8,0.932419533,1.1677833,0.84357284,1.056226016,0.514274729
10,8,0.932419533,1.1677833,0.84357284,1.056226016,0.511996991
11,8,0.932419533,1.1677833,0.84357284,1.056226016,0.521599501
12,8,0.932419533,1.1677833,0.84357284,1.056226016,0.511816338
13,8,0.932419533,1.1677833,0.84357284,1.056226016,0.526778192
14,8,0.932419533,1.1677833,0.84357284,1.056226016,0.763549079
15,8,0.932419533,1.1677833,0.84357284,1.056226016,0.956620611
16,8,0.932419533,1.1677833,0.84357284,1.056226016,0.729640343
17,8,0.932419533,1.1677833,0.84357284,1.056226016,0.711901111
18,8,0.932419533,1.1677833,0.84357284,1.056226016,0.78704984
19,8,0.932419533,1.1677833,0.84357284,1.056226016,0.892605476
20,8,0.932419533,1.1677833,0.84357284,1.056226016,1.099022889
21,8,0.932419533,1.1677833,0.84357284,1.056226016,1.228924096
22,8,0.932419533,1.1677833,0.84357284,1.056226016,0.976187916
23,8,0.932419533,1.1677833,0.84357284,1.056226016,0.735217113
0,9,0.932419533,1.1677833,0.84357284,1.056226016,0.631040644
1,9,0.932419533,1.1677833,0.84357284,1.056226016,0.549502105
2,9,0.932419533,1.1677833,0.84357284,1.056226016,0.515472502
3,9,0.932419533,1.1677833,0.84357284,1.056226016,0.514385918
