hour,month,average_power_summer,average_power_winter,average_power_spring,average_power_fall,power
15,9,1.182814951,0.787409015,1.037246655,0.992529535,1.436136366
16,9,1.182814951,0.787409015,1.037246655,0.992529535,1.54433978
17,9,1.182814951,0.787409015,1.037246655,0.992529535,1.813686621
18,9,1.182814951,0.787409015,1.037246655,0.992529535,1.770200948
19,9,1.182814951,0.787409015,1.037246655,0.992529535,1.751978116
20,9,1.182814951,0.787409015,1.037246655,0.992529535,1.772327386
21,9,1.182814951,0.787409015,1.037246655,0.992529535,1.671987544
22,9,1.182814951,0.787409015,1.037246655,0.992529535,1.450977138
23,9,1.182814951,0.787409015,1.037246655,0.992529535,1.228134332
0,10,1.182814951,0.787409015,1.037246655,0.992529535,1.075368701
1,10,1.182814951,0.787409015,1.037246655,0.992529535,0.842827297
2,10,1.182814951,0.787409015,1.037246655,0.992529535,0.745591808
3,10,1.182814951,0.787409015,1.037246655,0.992529535,0.638697207
4,10,1.182814951,0.787409015,1.037246655,0.992529535,0.587547232
5,10,1.182814951,0.787409015,1.037246655,0.992529535,0.572011675
6,10,1.182814951,0.787409015,1.037246655,0.992529535,0.693473396
7,10,1.182814951,0.787409015,1.037246655,0.992529535,1.007478834
8,10,1.182814951,0.787409015,1.037246655,0.992529535,1.187850826
9,10,1.182814951,0.787409015,1.037246655,0.992529535,1.132329897
10,10,1.182814951,0.787409015,1.037246655,0.992529535,0.986253023
11,10,1.182814951,0.787409015,1.037246655,0.992529535,0.938658448
12,10,1.182814951,0.787409015,1.037246655,0.992529535,0.91585309
13,10,1.182814951,0.787409015,1.037246655,0.992529535,0.903941035
14,10,1.182814951,0.787409015,1.037246655,0.992529535,0.913430459
15,10,1.182814951,0.787409015,1.037246655,0.992529535,0.970024459
16,10,1.182814951,0.787409015,1.037246655,0.992529535,0.991800641
17,10,1.182814951,0.787409015,1.037246655,0.992529535,1.076952693
18,10,1.182814951,0.787409015,1.037246655,0.992529535,1.235906609
19,10,1.182814951,0.787409015,1.037246655,0.992529535,1.417379806
20,10,1.182814951,0.787409015,1.037246655,0.992529535,1.484539024
21,10,1.182814951,0.787409015,1.037246655,0.992529535,1.460344297
22,10,1.182814951,0.787409015,1.037246655,0.992529535,1.334379738
23,10,1.182814951,0.787409015,1.037246655,0.992529535,1.112814999
0,11,1.182814951,0.787409015,1.037246655,0.992529535,0.981266135
1,11,1.182814951,0.787409015,1.037246655,0.992529535,0.753098698
2,11,1.182814951,0.787409015,1.037246655,0.992529535,0.644258703
3,11,1.182814951,0.787409015,1.037246655,0.992529535,0.598777885
4,11,1.182814951,0.787409015,1.037246655,0.992529535,0.583823827
5,11,1.182814951,0.787409015,1.037246655,0.992529535,0.590988081
6,11,1.182814951,0.787409015,1.037246655,0.992529535,0.734191183
7,11,1.182814951,0.787409015,1.037246655,0.992529535,1.047899808
8,11,1.182814951,0.787409015,1.037246655,0.992529535,1.194195278
9,11,1.182814951,0.787409015,1.037246655,0.992529535,1.124525936
10,11,1.182814951,0.787409015,1.037246655,0.992529535,0.985564509
11,11,1.182814951,0.787409015,1.037246655,0.992529535,1.003331796
12,11,1.182814951,0.787409015,1.037246655,0.992529535,1.008928765
13,11,1.182814951,0.787409015,1.037246655,0.992529535,1.008479992
14,11,1.182814951,0.787409015,1.037246655,0.992529535,1.049118437
15,11,1.182814951,0.787409015,1.037246655,0.992529535,1.024988089
16,11,1.182814951,0.787409015,1.037246655,0.992529535,1.123776815
17,11,1.182814951,0.787409015,1.037246655,0.992529535,1.272515762
18,11,1.182814951,0.787409015,1.037246655,0.992529535,1.538625427
19,11,1.182814951,0.787409015,1.037246655,0.992529535,1.678529003
20,11,1.182814951,0.787409015,1.037246655,0.992529535,1.631132505
21,11,1.182814951,0.787409015,1.037246655,0.992529535,1.55721501
22,11,1.182814951,0.787409015,1.037246655,0.992529535,1.418820926
23,11,1.182814951,0.787409015,1.037246655,0.992529535,1.179855354
0,12,1.182814951,0.787409015,1.037246655,0.992529535,0.78579597
1,12,1.182814951,0.787409015,1.037246655,0.992529535,0.548259582
2,12,1.182814951,0.787409015,1.037246655,0.992529535,0.443896441
3,12,1.182814951,0.787409015,1.037246655,0.992529535,0.393480884
4,12,1.182814951,0.787409015,1.037246655,0.992529535,0.377882647
5,12,1.182814951,0.787409015,1.037246655,0.992529535,0.396368163
6,12,1.182814951,0.787409015,1.037246655,0.992529535,0.563343095
7,12,1.182814951,0.787409015,1.037246655,0.992529535,0.920574014
8,12,1.182814951,0.787409015,1.037246655,0.992529535,1.021783855
9,12,1.182814951,0.787409015,1.037246655,0.992529535,1.011648409
10,12,1.182814951,0.787409015,1.037246655,0.992529535,0.937412531
11,12,1.182814951,0.787409015,1.037246655,0.992529535,0.829585807
12,12,1.182814951,0.787409015,1.037246655,0.992529535,0.795011422
13,12,1.182814951,0.787409015,1.037246655,0.992529535,0.870030442
14,12,1.182814951,0.787409015,1.037246655,0.992529535,0.941667481
15,12,1.182814951,0.787409015,1.037246655,0.992529535,0.838076338
16,12,1.182814951,0.787409015,1.037246655,0.992529535,0.908477473
17,12,1.182814951,0.787409015,1.037246655,0.992529535,1.039112956
18,12,1.182814951,0.787409015,1.037246655,0.992529535,1.180661912
19,12,1.182814951,0.787409015,1.037246655,0.992529535,1.482354613
20,12,1.182814951,0.787409015,1.037246655,0.992529535,1.467419799
21,12,1.182814951,0.787409015,1.037246655,0.992529535,1.398692255
22,12,1.182814951,0.787409015,1.037246655,0.992529535,1.286663194
23,12,1.182814951,0.787409015,1.037246655,0.992529535,1.064564105
0,1,1.11977405,0.97800263,0.9289567,0.97326654,0.946112504
1,1,1.11977405,0.97800263,0.9289567,0.97326654,0.689568266
2,1,1.11977405,0.97800263,0.9289567,0.97326654,0.58700672
3,1,1.11977405,0.97800263,0.9289567,0.97326654,0.558136643
4,1,1.11977405,0.97800263,0.9289567,0.97326654,0.560484495
5,1,1.11977405,0.97800263,0.9289567,0.97326654,0.592977618
6,1,1.11977405,0.97800263,0.9289567,0.97326654,0.75897793
7,1,1.11977405,0.97800263,0.9289567,0.97326654,1.136312721
8,1,1.11977405,0.97800263,0.9289567,0.97326654,1.41120839
9,1,1.11977405,0.97800263,0.9289567,0.97326654,1.349383853
10,1,1.11977405,0.97800263,0.9289567,0.97326654,1.161455008
11,1,1.11977405,0.97800263,0.9289567,0.97326654,1.107006429
12,1,1.11977405,0.97800263,0.9289567,0.97326654,0.99961332
13,1,1.11977405,0.97800263,0.9289567,0.97326654,0.919683205
14,1,1.11977405,0.97800263,0.9289567,0.97326654,0.859201938
15,1,1.11977405,0.97800263,0.9289567,0.97326654,0.820496196
16,1,1.11977405,0.97800263,0.9289567,0.97326654,0.871362878
17,1,1.11977405,0.97800263,0.9289567,0.97326654,1.079476265
18,1,1.11977405,0.97800263,0.9289567,0.97326654,1.492046488
19,1,1.11977405,0.97800263,0.9289567,0.97326654,1.741837714
20,1,1.11977405,0.97800263,0.9289567,0.97326654,1.742786146
21,1,1.11977405,0.97800263,0.9289567,0.97326654,1.623044349
22,1,1.11977405,0.97800263,0.9289567,0.97326654,1.487390525
23,1,1.11977405,0.97800263,0.9289567,0.97326654,1.233109704
0,2,1.11977405,0.97800263,0.9289567,0.97326654,0.829991046
1,2,1.11977405,0.97800263,0.9289567,0.97326654,0.561510901
2,2,1.11977405,0.97800263,0.9289567,0.97326654,0.45590749
3,2,1.11977405,0.97800263,0.9289567,0.97326654,0.421094704
4,2,1.11977405,0.97800263,0.9289567,0.97326654,0.419253373
5,2,1.11977405,0.97800263,0.9289567,0.97326654,0.450919637
6,2,1.11977405,0.97800263,0.9289567,0.97326654,0.615805731
7,2,1.11977405,0.97800263,0.9289567,0.97326654,0.96806596
8,2,1.11977405,0.97800263,0.9289567,0.97326654,1.200129526
9,2,1.11977405,0.97800263,0.9289567,0.97326654,1.139139017
10,2,1.11977405,0.97800263,0.9289567,0.97326654,0.969960407
11,2,1.11977405,0.97800263,0.9289567,0.97326654,0.904752997
12,2,1.11977405,0.97800263,0.9289567,0.97326654,0.860440251
13,2,1.11977405,0.97800263,0.9289567,0.97326654,0.807925309
14,2,1.11977405,0.97800263,0.9289567,0.97326654,0.768490148
15,2,1.11977405,0.97800263,0.9289567,0.97326654,0.744644357
16,2,1.11977405,0.97800263,0.9289567,0.97326654,0.781417651
17,2,1.11977405,0.97800263,0.9289567,0.97326654,0.940708379
18,2,1.11977405,0.97800263,0.9289567,0.97326654,1.258827498
19,2,1.11977405,0.97800263,0.9289567,0.97326654,1.520106958
20,2,1.11977405,0.97800263,0.9289567,0.97326654,1.607808714
21,2,1.11977405,0.97800263,0.9289567,0.97326654,1.521457723
22,2,1.11977405,0.97800263,0.9289567,0.97326654,1.36409107
23,2,1.11977405,0.97800263,0.9289567,0.97326654,1.092313861
0,3,1.11977405,0.97800263,0.9289567,0.97326654,0.877260654
1,3,1.11977405,0.97800263,0.9289567,0.97326654,0.622776691
2,3,1.11977405,0.97800263,0.9289567,0.97326654,0.525675413
3,3,1.11977405,0.97800263,0.9289567,0.97326654,0.4893096
4,3,1.11977405,0.97800263,0.9289567,0.97326654,0.488831594
5,3,1.11977405,0.97800263,0.9289567,0.97326654,0.514715861
6,3,1.11977405,0.97800263,0.9289567,0.97326654,0.668215965
7,3,1.11977405,0.97800263,0.9289567,0.97326654,0.975971995
8,3,1.11977405,0.97800263,0.9289567,0.97326654,1.175490204
9,3,1.11977405,0.97800263,0.9289567,0.97326654,1.10883969
10,3,1.11977405,0.97800263,0.9289567,0.97326654,1.004707311
11,3,1.11977405,0.97800263,0.9289567,0.97326654,0.979630228
12,3,1.11977405,0.97800263,0.9289567,0.97326654,0.9078806
13,3,1.11977405,0.97800263,0.9289567,0.97326654,0.845225423
14,3,1.11977405,0.97800263,0.9289567,0.97326654,0.795985526
15,3,1.11977405,0.97800263,0.9289567,0.97326654,0.757528032
16,3,1.11977405,0.97800263,0.9289567,0.97326654,0.777064506
17,3,1.11977405,0.97800263,0.9289567,0.97326654,0.900530924
18,3,1.11977405,0.97800263,0.9289567,0.97326654,1.180735858
19,3,1.11977405,0.97800263,0.9289567,0.97326654,1.384161316
20,3,1.11977405,0.97800263,0.9289567,0.97326654,1.50763219
21,3,1.11977405,0.97800263,0.9289567,0.97326654,1.508230138
22,3,1.11977405,0.97800263,0.9289567,0.97326654,1.368130857
23,3,1.11977405,0.97800263,0.9289567,0.97326654,1.118216787
0,4,1.11977405,0.97800263,0.9289567,0.97326654,0.588240398
1,4,1.11977405,0.97800263,0.9289567,0.97326654,0.494454112
2,4,1.11977405,0.97800263,0.9289567,0.97326654,0.462286534
3,4,1.11977405,0.97800263,0.9289567,0.97326654,0.467906661
4,4,1.11977405,0.97800263,0.9289567,0.97326654,0.499530547
5,4,1.11977405,0.97800263,0.9289567,0.97326654,0.650096545
6,4,1.11977405,0.97800263,0.9289567,0.97326654,0.957106816
7,4,1.11977405,0.97800263,0.9289567,0.97326654,1.151732937
8,4,1.11977405,0.97800263,0.9289567,0.97326654,1.083943888
9,4,1.11977405,0.97800263,0.9289567,0.97326654,0.961569366
10,4,1.11977405,0.97800263,0.9289567,0.97326654,0.900919327
11,4,1.11977405,0.97800263,0.9289567,0.97326654,0.836634519
12,4,1.11977405,0.97800263,0.9289567,0.97326654,0.765731487
13,4,1.11977405,0.97800263,0.9289567,0.97326654,0.718626154
14,4,1.11977405,0.97800263,0.9289567,0.97326654,0.689299825
15,4,1.11977405,0.97800263,0.9289567,0.97326654,0.707786705
16,4,1.11977405,0.97800263,0.9289567,0.97326654,0.80918435
17,4,1.11977405,0.97800263,0.9289567,0.97326654,0.995297312
18,4,1.11977405,0.97800263,0.9289567,0.97326654,1.11960517
19,4,1.11977405,0.97800263,0.9289567,0.97326654,1.21015304
20,4,1.11977405,0.97800263,0.9289567,0.97326654,1.33072839
21,4,1.11977405,0.97800263,0.9289567,0.97326654,1.30497051
22,4,1.11977405,0.97800263,0.9289567,0.97326654,1.043914334
23,4,1.11977405,0.97800263,0.9289567,0.97326654,0.777689713
0,5,1.11977405,0.97800263,0.9289567,0.97326654,0.488681041
1,5,1.11977405,0.97800263,0.9289567,0.97326654,0.389201204
2,5,1.11977405,0.97800263,0.9289567,0.97326654,0.348820712
3,5,1.11977405,0.97800263,0.9289567,0.97326654,0.343066323
4,5,1.11977405,0.97800263,0.9289567,0.97326654,0.360875968
5,5,1.11977405,0.97800263,0.9289567,0.97326654,0.479343585
6,5,1.11977405,0.97800263,0.9289567,0.97326654,0.726475125
7,5,1.11977405,0.97800263,0.9289567,0.97326654,0.885298425
8,5,1.11977405,0.97800263,0.9289567,0.97326654,0.835941263
9,5,1.11977405,0.97800263,0.9289567,0.97326654,0.762947876
10,5,1.11977405,0.97800263,0.9289567,0.97326654,0.727737661
11,5,1.11977405,0.97800263,0.9289567,0.97326654,0.7010718
12,5,1.11977405,0.97800263,0.9289567,0.97326654,0.662908288
13,5,1.11977405,0.97800263,0.9289567,0.97326654,0.632380529
14,5,1.11977405,0.97800263,0.9289567,0.97326654,0.610888122
15,5,1.11977405,0.97800263,0.9289567,0.97326654,0.674872749
16,5,1.11977405,0.97800263,0.9289567,0.97326654,0.857618547
17,5,1.11977405,0.97800263,0.9289567,0.97326654,1.062362489
18,5,1.11977405,0.97800263,0.9289567,0.97326654,1.191802883
19,5,1.11977405,0.97800263,0.9289567,0.97326654,1.235937621
20,5,1.11977405,0.97800263,0.9289567,0.97326654,1.310176712
21,5,1.11977405,0.97800263,0.9289567,0.97326654,1.320440348
22,5,1.11977405,0.97800263,0.9289567,0.97326654,1.003294102
23,5,1.11977405,0.97800263,0.9289567,0.97326654,0.734723942
0,6,1.11977405,0.97800263,0.9289567,0.97326654,0.667569207
1,6,1.11977405,0.97800263,0.9289567,0.97326654,0.504878883
2,6,1.11977405,0.97800263,0.9289567,0.97326654,0.430455054
3,6,1.11977405,0.97800263,0.9289567,0.97326654,0.400266484
4,6,1.11977405,0.97800263,0.9289567,0.97326654,0.397369662
5,6,1.11977405,0.97800263,0.9289567,0.97326654,0.509201286
6,6,1.11977405,0.97800263,0.9289567,0.97326654,0.773410338
7,6,1.11977405,0.97800263,0.9289567,0.97326654,0.940394156
8,6,1.11977405,0.97800263,0.9289567,0.97326654,0.933075434
9,6,1.11977405,0.97800263,0.9289567,0.97326654,0.917902926
10,6,1.11977405,0.97800263,0.9289567,0.97326654,1.067291932
11,6,1.11977405,0.97800263,0.9289567,0.97326654,1.136508029
12,6,1.11977405,0.97800263,0.9289567,0.97326654,1.256513161
13,6,1.11977405,0.97800263,0.9289567,0.97326654,1.330063198
14,6,1.11977405,0.97800263,0.9289567,0.97326654,1.477035541
15,6,1.11977405,0.97800263,0.9289567,0.97326654,1.643991787
16,6,1.11977405,0.97800263,0.9289567,0.97326654,1.789750153
17,6,1.11977405,0.97800263,0.9289567,0.97326654,2.030029297
18,6,1.11977405,0.97800263,0.9289567,0.97326654,2.017392622
19,6,1.11977405,0.97800263,0.9289567,0.97326654,1.871669824
20,6,1.11977405,0.97800263,0.9289567,0.97326654,1.76832593
21,6,1.11977405,0.97800263,0.9289567,0.97326654,1.701737959
22,6,1.11977405,0.97800263,0.9289567,0.97326654,1.396813209
23,6,1.11977405,0.97800263,0.9289567,0.97326654,1.048965116
0,7,1.11977405,0.97800263,0.9289567,0.97326654,0.950883708
1,7,1.11977405,0.97800263,0.9289567,0.97326654,0.736299364
2,7,1.11977405,0.97800263,0.9289567,0.97326654,0.636437261
3,7,1.11977405,0.97800263,0.9289567,0.97326654,0.590776912
4,7,1.11977405,0.97800263,0.9289567,0.97326654,0.579072777
5,7,1.11977405,0.97800263,0.9289567,0.97326654,0.654558212
6,7,1.11977405,0.97800263,0.9289567,0.97326654,0.926805307
7,7,1.11977405,0.97800263,0.9289567,0.97326654,1.120613987
8,7,1.11977405,0.97800263,0.9289567,0.97326654,1.085981686
9,7,1.11977405,0.97800263,0.9289567,0.97326654,0.983533131
10,7,1.11977405,0.97800263,0.9289567,0.97326654,0.967707219
11,7,1.11977405,0.97800263,0.9289567,0.97326654,0.999269433
12,7,1.11977405,0.97800263,0.9289567,0.97326654,1.019761671
13,7,1.11977405,0.97800263,0.9289567,0.97326654,1.087543061
14,7,1.11977405,0.97800263,0.9289567,0.97326654,1.156334364
15,7,1.11977405,0.97800263,0.9289567,0.97326654,1.361626022
16,7,1.11977405,0.97800263,0.9289567,0.97326654,1.547772369
17,7,1.11977405,0.97800263,0.9289567,0.97326654,1.817970025
18,7,1.11977405,0.97800263,0.9289567,0.97326654,1.905187285
19,7,1.11977405,0.97800263,0.9289567,0.97326654,1.887945231
20,7,1.11977405,0.97800263,0.9289567,0.97326654,1.929066523
21,7,1.11977405,0.97800263,0.9289567,0.97326654,1.916691122
22,7,1.11977405,0.97800263,0.9289567,0.97326654,1.607792688
23,7,1.11977405,0.97800263,0.9289567,0.97326654,1.231646237
0,8,1.11977405,0.97800263,0.9289567,0.97326654,1.094550094
1,8,1.11977405,0.97800263,0.9289567,0.97326654,0.894478463
2,8,1.11977405,0.97800263,0.9289567,0.97326654,0.774554855
3,8,1.11977405,0.97800263,0.9289567,0.97326654,0.704663164
4,8,1.11977405,0.97800263,0.9289567,0.97326654,0.68417946
5,8,1.11977405,0.97800263,0.9289567,0.97326654,0.782801996
6,8,1.11977405,0.97800263,0.9289567,0.97326654,1.051107744
7,8,1.11977405,0.97800263,0.9289567,0.97326654,1.23707975
8,8,1.11977405,0.97800263,0.9289567,0.97326654,1.200863913
9,8,1.11977405,0.97800263,0.9289567,0.97326654,1.101383881
10,8,1.11977405,0.97800263,0.9289567,0.97326654,1.133309308
11,8,1.11977405,0.97800263,0.9289567,0.97326654,1.180501595
12,8,1.11977405,0.97800263,0.9289567,0.97326654,1.222091335
13,8,1.11977405,0.97800263,0.9289567,0.97326654,1.245412848
14,8,1.11977405,0.97800263,0.9289567,0.97326654,1.249982533
15,8,1.11977405,0.97800263,0.9289567,0.97326654,1.270399236
16,8,1.11977405,0.97800263,0.9289567,0.97326654,1.381166414
17,8,1.11977405,0.97800263,0.9289567,0.97326654,1.54990515
18,8,1.11977405,0.97800263,0.9289567,0.97326654,1.627351686
19,8,1.11977405,0.97800263,0.9289567,0.97326654,1.651677046
20,8,1.11977405,0.97800263,0.9289567,0.97326654,1.737118071
21,8,1.11977405,0.97800263,0.9289567,0.97326654,1.724485929
22,8,1.11977405,0.97800263,0.9289567,0.97326654,1.420864159
23,8,1.11977405,0.97800263,0.9289567,0.97326654,1.098779139
0,9,1.11977405,0.97800263,0.9289567,0.97326654,0.458106658
1,9,1.11977405,0.97800263,0.9289567,0.97326654,0.366452459
2,9,1.11977405,0.97800263,0.9289567,0.97326654,0.325431501
3,9,1.11977405,0.97800263,0.9289567,0.97326654,0.319272057
4,9,1.11977405,0.97800263,0.9289567,0.97326654,0.340039801
5,9,1.11977405,0.97800263,0.9289567,0.97326654,0.462137988
6,9,1.11977405,0.97800263,0.9289567,0.97326654,0.741353967
7,9,1.11977405,0.97800263,0.9289567,0.97326654,0.944849823
8,9,1.11977405,0.97800263,0.9289567,0.97326654,0.907312887
9,9,1.11977405,0.97800263,0.9289567,0.97326654,0.811864526
10,9,1.11977405,0.97800263,0.9289567,0.97326654,0.768148476
11,9,1.11977405,0.97800263,0.9289567,0.97326654,0.739561001
12,9,1.11977405,0.97800263,0.9289567,0.97326654,0.82156199
13,9,1.11977405,0.97800263,0.9289567,0.97326654,0.944950709
14,9,1.11977405,0.97800263,0.9289567,0.97326654,1.087083064
15,9,1.11977405,0.97800263,0.9289567,0.97326654,1.263805468
16,9,1.11977405,0.97800263,0.9289567,0.97326654,1.417886926
17,9,1.11977405,0.97800263,0.9289567,0.97326654,1.637844621
18,9,1.11977405,0.97800263,0.9289567,0.97326654,1.708807984
19,9,1.11977405,0.97800263,0.9289567,0.97326654,1.696794481
20,9,1.11977405,0.97800263,0.9289567,0.97326654,1.737738854
21,9,1.11977405,0.97800263,0.9289567,0.97326654,1.513358564
22,9,1.11977405,0.97800263,0.9289567,0.97326654,1.13210408
23,9,1.11977405,0.97800263,0.9289567,0.97326654,0.757280347
0,10,1.11977405,0.97800263,0.9289567,0.97326654,0.739715018
1,10,1.11977405,0.97800263,0.9289567,0.97326654,0.500816654
2,10,1.11977405,0.97800263,0.9289567,0.97326654,0.413547723
3,10,1.11977405,0.97800263,0.9289567,0.97326654,0.380732585
4,10,1.11977405,0.97800263,0.9289567,0.97326654,0.382372642
5,10,1.11977405,0.97800263,0.9289567,0.97326654,0.408941495
6,10,1.11977405,0.97800263,0.9289567,0.97326654,0.540492176
7,10,1.11977405,0.97800263,0.9289567,0.97326654,0.851483936
8,10,1.11977405,0.97800263,0.9289567,0.97326654,1.06058628
9,10,1.11977405,0.97800263,0.9289567,0.97326654,0.990944328
10,10,1.11977405,0.97800263,0.9289567,0.97326654,0.850929312
11,10,1.11977405,0.97800263,0.9289567,0.97326654,0.796273088
12,10,1.11977405,0.97800263,0.9289567,0.97326654,0.76402029
13,10,1.11977405,0.97800263,0.9289567,0.97326654,0.721394886
14,10,1.11977405,0.97800263,0.9289567,0.97326654,0.686745972
15,10,1.11977405,0.97800263,0.9289567,0.97326654,0.685515033
